iteration,episode,avg_score,best_score,best_avg_score
1,9,-6.0,-6.0,-6.0
2,28,-6.0,-6.0,-6.0
3,62,-6.0,-6.0,-6.0
4,86,-6.0,-6.0,-6.0
5,118,-6.0,-6.0,-6.0
6,146,-6.0,-6.0,-6.0
7,179,-6.0,-6.0,-6.0
8,208,-6.0,-6.0,-6.0
9,224,-6.0,-6.0,-6.0
10,250,-6.0,-6.0,-6.0
11,275,-6.0,-6.0,-6.0
12,305,-6.0,-6.0,-6.0
13,312,-6.0,-6.0,-6.0
14,327,-6.0,-6.0,-6.0
15,343,-6.0,-6.0,-6.0
16,361,-6.0,-6.0,-6.0
17,374,-6.0,-6.0,-6.0
18,386,-6.0,-6.0,-6.0
19,400,-6.0,-6.0,-6.0
20,411,-6.0,-6.0,-6.0
21,423,-6.0,-6.0,-6.0
22,428,-6.0,-6.0,-6.0
23,431,-6.0,-6.0,-6.0
24,438,-6.0,-6.0,-6.0
25,440,-6.0,-6.0,-6.0
26,442,-6.0,-6.0,-6.0
27,444,-6.0,-6.0,-6.0
28,447,-6.0,-6.0,-6.0
30,450,-6.0,-6.0,-6.0
31,453,-6.0,-6.0,-6.0
33,455,-6.0,-6.0,-6.0
34,456,-6.0,-6.0,-6.0
35,461,-6.0,-6.0,-6.0
36,463,-6.0,-6.0,-6.0
37,467,-6.0,-6.0,-6.0
38,470,-6.0,-6.0,-6.0
39,477,-6.0,-6.0,-6.0
40,479,-6.0,-6.0,-6.0
41,483,-6.0,-6.0,-6.0
42,488,-6.0,-6.0,-6.0
43,493,-6.0,-6.0,-6.0
44,501,-6.0,-6.0,-6.0
45,503,-6.0,-6.0,-6.0
46,509,-6.0,-6.0,-6.0
47,517,-6.0,-6.0,-6.0
48,524,-6.0,-6.0,-6.0
49,531,-6.0,-6.0,-6.0
50,542,-6.0,-6.0,-6.0
51,551,-6.0,-6.0,-6.0
52,561,-6.0,-6.0,-6.0
53,574,-6.0,-6.0,-6.0
54,591,-6.0,-6.0,-6.0
55,604,-5.0,94.0,-5.0
56,619,-5.0,94.0,-5.0
57,637,-5.0,94.0,-5.0
58,661,-5.0,94.0,-5.0
59,675,-5.0,94.0,-5.0
60,683,-5.0,94.0,-5.0
61,692,-5.0,94.0,-5.0
62,706,-6.0,94.0,-5.0
63,720,-6.0,94.0,-5.0
64,733,-5.0,94.0,-5.0
65,746,-5.0,94.0,-5.0
66,750,-5.0,94.0,-5.0
67,761,-5.0,94.0,-5.0
68,768,-5.0,94.0,-5.0
69,773,-5.0,94.0,-5.0
70,776,-5.0,94.0,-5.0
71,777,-5.0,94.0,-5.0
72,781,-5.0,94.0,-5.0
73,782,-5.0,94.0,-5.0
74,786,-5.0,94.0,-5.0
75,788,-5.0,94.0,-5.0
76,790,-5.0,94.0,-5.0
77,792,-5.0,94.0,-5.0
78,793,-5.0,94.0,-5.0
79,794,-5.0,94.0,-5.0
80,795,-5.0,94.0,-5.0
81,796,-5.0,94.0,-5.0
84,798,-5.0,94.0,-5.0
85,799,-5.0,94.0,-5.0
86,802,-5.0,94.0,-5.0
87,806,-5.0,94.0,-5.0
88,809,-5.0,94.0,-5.0
89,814,-5.0,94.0,-5.0
90,816,-5.0,94.0,-5.0
91,827,-4.0,94.0,-4.0
92,832,-1.0,94.0,-1.0
93,835,-1.0,94.0,-1.0
94,843,1.0,94.0,1.0
95,854,7.0,94.0,7.0
96,859,10.0,94.0,10.0
97,867,11.0,94.0,11.0
98,871,13.0,94.0,13.0
99,877,14.0,94.0,14.0
100,882,16.0,94.0,16.0
101,888,17.0,94.0,17.0
102,890,17.0,94.0,17.0
103,892,17.0,94.0,17.0
104,898,18.0,94.0,18.0
105,904,19.0,94.0,19.0
106,907,19.0,94.0,19.0
107,912,21.0,94.0,21.0
108,916,21.0,94.0,21.0
109,921,20.0,94.0,21.0
110,931,17.0,94.0,21.0
111,937,21.0,394.0,21.0
112,946,16.0,394.0,21.0
113,955,12.0,394.0,21.0
114,967,9.0,394.0,21.0
115,969,9.0,394.0,21.0
116,976,6.0,394.0,21.0
117,979,5.0,394.0,21.0
118,982,8.0,394.0,21.0
119,983,8.0,394.0,21.0
120,986,11.0,394.0,21.0
121,988,11.0,394.0,21.0
122,989,11.0,394.0,21.0
124,990,11.0,394.0,21.0
126,991,11.0,394.0,21.0
128,993,11.0,394.0,21.0
129,994,11.0,394.0,21.0
130,995,11.0,394.0,21.0
132,996,11.0,394.0,21.0
133,997,11.0,394.0,21.0
134,998,10.0,394.0,21.0
137,999,10.0,394.0,21.0
139,1004,9.0,394.0,21.0
140,1005,9.0,394.0,21.0
141,1007,9.0,394.0,21.0
142,1010,7.0,394.0,21.0
143,1014,7.0,394.0,21.0
144,1017,7.0,394.0,21.0
145,1022,7.0,394.0,21.0
146,1024,11.0,394.0,21.0
147,1025,11.0,394.0,21.0
148,1026,11.0,394.0,21.0
149,1028,11.0,394.0,21.0
150,1030,11.0,394.0,21.0
151,1032,11.0,394.0,21.0
152,1038,10.0,394.0,21.0
153,1041,10.0,394.0,21.0
154,1043,11.0,394.0,21.0
155,1045,11.0,394.0,21.0
156,1047,11.0,394.0,21.0
159,1048,11.0,394.0,21.0
161,1049,11.0,394.0,21.0
162,1050,11.0,394.0,21.0
164,1051,11.0,394.0,21.0
165,1052,11.0,394.0,21.0
166,1053,12.0,394.0,21.0
168,1054,12.0,394.0,21.0
169,1056,13.0,394.0,21.0
170,1059,13.0,394.0,21.0
172,1060,17.0,394.0,21.0
175,1061,17.0,394.0,21.0
177,1062,17.0,394.0,21.0
182,1063,17.0,394.0,21.0
185,1064,17.0,394.0,21.0
187,1066,17.0,394.0,21.0
190,1068,17.0,394.0,21.0
191,1069,17.0,394.0,21.0
192,1072,17.0,394.0,21.0
194,1073,17.0,394.0,21.0
196,1074,17.0,394.0,21.0
197,1075,17.0,394.0,21.0
201,1076,17.0,394.0,21.0
203,1078,17.0,394.0,21.0
204,1079,17.0,394.0,21.0
211,1081,17.0,394.0,21.0
215,1082,13.0,394.0,21.0
216,1083,13.0,394.0,21.0
217,1086,9.0,394.0,21.0
219,1088,10.0,394.0,21.0
220,1089,10.0,394.0,21.0
222,1090,10.0,394.0,21.0
223,1093,11.0,394.0,21.0
224,1097,11.0,394.0,21.0
225,1098,11.0,394.0,21.0
226,1101,11.0,394.0,21.0
227,1102,12.0,394.0,21.0
231,1105,12.0,394.0,21.0
233,1106,12.0,394.0,21.0
234,1108,12.0,394.0,21.0
236,1110,13.0,394.0,21.0
237,1111,13.0,394.0,21.0
238,1113,13.0,394.0,21.0
239,1114,13.0,394.0,21.0
240,1119,13.0,394.0,21.0
241,1121,13.0,394.0,21.0
242,1122,14.0,394.0,21.0
243,1124,10.0,394.0,21.0
244,1126,12.0,394.0,21.0
245,1127,13.0,394.0,21.0
246,1129,13.0,394.0,21.0
247,1134,15.0,394.0,21.0
248,1142,13.0,394.0,21.0
249,1144,13.0,394.0,21.0
250,1148,18.0,394.0,21.0
251,1151,23.0,394.0,23.0
252,1159,25.0,394.0,25.0
253,1164,29.0,394.0,29.0
254,1166,31.0,394.0,31.0
255,1169,34.0,394.0,34.0
256,1172,36.0,394.0,36.0
257,1174,38.0,394.0,38.0
258,1179,45.0,394.0,45.0
259,1181,47.0,394.0,47.0
260,1187,55.0,394.0,55.0
261,1188,58.0,394.0,58.0
262,1190,62.0,394.0,62.0
263,1192,62.0,394.0,62.0
266,1194,64.0,394.0,64.0
270,1195,64.0,394.0,64.0
273,1197,69.0,394.0,69.0
274,1200,72.0,394.0,72.0
275,1202,73.0,394.0,73.0
276,1203,77.0,394.0,77.0
277,1206,79.0,394.0,79.0
279,1210,80.0,394.0,80.0
280,1211,81.0,394.0,81.0
283,1214,81.0,394.0,81.0
284,1215,85.0,394.0,85.0
286,1216,86.0,394.0,86.0
289,1219,89.0,394.0,89.0
292,1220,89.0,394.0,89.0
294,1221,90.0,394.0,90.0
295,1222,90.0,394.0,90.0
297,1224,92.0,394.0,92.0
298,1225,92.0,394.0,92.0
300,1226,91.0,394.0,92.0
303,1227,94.0,394.0,94.0
308,1229,94.0,394.0,94.0
310,1230,94.0,394.0,94.0
314,1231,95.0,394.0,95.0
316,1232,95.0,394.0,95.0
321,1233,95.0,394.0,95.0
326,1234,94.0,394.0,95.0
335,1235,95.0,394.0,95.0
336,1237,96.0,394.0,96.0
338,1239,96.0,394.0,96.0
340,1242,101.0,394.0,101.0
344,1243,102.0,394.0,102.0
345,1244,102.0,394.0,102.0
354,1245,102.0,394.0,102.0
355,1246,102.0,394.0,102.0
356,1247,98.0,394.0,102.0
357,1248,97.0,394.0,102.0
365,1249,98.0,394.0,102.0
366,1251,95.0,394.0,102.0
367,1252,96.0,394.0,102.0
369,1253,96.0,394.0,102.0
402,1254,96.0,394.0,102.0
404,1255,97.0,394.0,102.0
405,1257,98.0,394.0,102.0
406,1259,102.0,394.0,102.0
407,1262,108.0,394.0,108.0
408,1264,111.0,394.0,111.0
409,1266,111.0,394.0,111.0
410,1268,117.0,394.0,117.0
411,1271,127.0,394.0,127.0
414,1275,133.0,394.0,133.0
416,1278,133.0,394.0,133.0
417,1280,136.0,394.0,136.0
420,1281,136.0,394.0,136.0
421,1283,138.0,394.0,138.0
423,1284,138.0,394.0,138.0
424,1285,138.0,394.0,138.0
426,1286,137.0,394.0,138.0
427,1287,136.0,394.0,138.0
430,1289,128.0,394.0,138.0
431,1290,128.0,394.0,138.0
434,1292,135.0,394.0,138.0
436,1293,138.0,394.0,138.0
439,1294,141.0,394.0,141.0
441,1295,145.0,394.0,145.0
443,1299,143.0,394.0,145.0
453,1300,142.0,394.0,145.0
454,1301,141.0,394.0,145.0
455,1302,140.0,394.0,145.0
463,1303,136.0,394.0,145.0
466,1304,136.0,394.0,145.0
468,1305,135.0,394.0,145.0
469,1306,139.0,394.0,145.0
479,1311,155.0,494.0,155.0
481,1312,160.0,494.0,160.0
482,1315,165.0,494.0,165.0
485,1316,164.0,494.0,165.0
486,1317,163.0,494.0,165.0
487,1319,163.0,494.0,165.0
489,1321,166.0,494.0,166.0
491,1322,165.0,494.0,166.0
492,1323,168.0,494.0,168.0
494,1325,168.0,494.0,168.0
495,1326,169.0,494.0,169.0
496,1327,166.0,494.0,169.0
497,1328,170.0,494.0,170.0
498,1332,174.0,494.0,174.0
499,1334,179.0,494.0,179.0
500,1335,179.0,494.0,179.0
507,1336,178.0,494.0,179.0
521,1337,178.0,494.0,179.0
522,1339,181.0,494.0,181.0
523,1340,180.0,494.0,181.0
526,1341,176.0,494.0,181.0
528,1342,176.0,494.0,181.0
529,1343,175.0,494.0,181.0
531,1345,176.0,494.0,181.0
533,1347,180.0,494.0,181.0
539,1349,187.0,494.0,187.0
540,1350,190.0,494.0,190.0
541,1351,189.0,494.0,190.0
542,1352,188.0,494.0,190.0
543,1354,188.0,494.0,190.0
545,1357,194.0,494.0,194.0
546,1358,191.0,494.0,194.0
547,1360,188.0,494.0,194.0
548,1362,185.0,494.0,194.0
549,1363,185.0,494.0,194.0
550,1364,185.0,494.0,194.0
551,1366,185.0,494.0,194.0
552,1367,182.0,494.0,194.0
553,1368,179.0,494.0,194.0
554,1369,176.0,494.0,194.0
555,1372,173.0,494.0,194.0
556,1374,170.0,494.0,194.0
557,1379,174.0,494.0,194.0
558,1380,174.0,494.0,194.0
559,1382,175.0,494.0,194.0
560,1384,176.0,494.0,194.0
561,1387,181.0,494.0,194.0
562,1389,189.0,494.0,194.0
563,1390,193.0,494.0,194.0
564,1395,190.0,494.0,194.0
567,1399,198.0,494.0,198.0
568,1403,218.0,494.0,218.0
569,1407,228.0,494.0,228.0
570,1411,230.0,494.0,230.0
571,1416,236.0,494.0,236.0
572,1417,241.0,494.0,241.0
573,1418,241.0,494.0,241.0
574,1420,246.0,494.0,246.0
575,1421,251.0,494.0,251.0
576,1422,256.0,494.0,256.0
577,1424,261.0,494.0,261.0
578,1425,264.0,494.0,264.0
579,1427,262.0,494.0,264.0
581,1429,268.0,494.0,268.0
582,1434,281.0,494.0,281.0
583,1435,284.0,494.0,284.0
584,1438,292.0,494.0,292.0
585,1440,300.0,494.0,300.0
586,1441,304.0,494.0,304.0
587,1443,308.0,494.0,308.0
588,1445,312.0,494.0,312.0
591,1446,316.0,494.0,316.0
592,1448,313.0,494.0,316.0
593,1450,310.0,494.0,316.0
594,1452,314.0,494.0,316.0
595,1455,317.0,494.0,317.0
596,1456,314.0,494.0,317.0
598,1459,323.0,494.0,323.0
599,1461,322.0,494.0,323.0
600,1462,322.0,494.0,323.0
601,1463,322.0,494.0,323.0
602,1464,326.0,494.0,326.0
603,1465,329.0,494.0,329.0
604,1466,333.0,494.0,333.0
606,1469,339.0,494.0,339.0
608,1470,339.0,494.0,339.0
609,1472,343.0,494.0,343.0
612,1473,344.0,494.0,344.0
615,1475,344.0,494.0,344.0
616,1477,344.0,494.0,344.0
617,1478,344.0,494.0,344.0
618,1482,353.0,494.0,353.0
620,1483,357.0,494.0,357.0
621,1485,353.0,494.0,357.0
624,1487,348.0,494.0,357.0
625,1488,344.0,494.0,357.0
631,1490,336.0,494.0,357.0
632,1491,332.0,494.0,357.0
634,1492,329.0,494.0,357.0
636,1493,329.0,494.0,357.0
637,1494,332.0,494.0,357.0
640,1495,332.0,494.0,357.0
641,1497,335.0,494.0,357.0
642,1499,331.0,494.0,357.0
643,1501,346.0,2494.0,357.0
645,1503,362.0,2494.0,362.0
646,1505,360.0,2494.0,362.0
648,1506,360.0,2494.0,362.0
649,1507,355.0,2494.0,362.0
650,1508,379.0,2494.0,379.0
651,1509,399.0,2494.0,399.0
652,1510,394.0,2494.0,399.0
653,1511,390.0,2494.0,399.0
654,1513,380.0,2494.0,399.0
655,1514,380.0,2494.0,399.0
656,1518,364.0,2494.0,399.0
657,1520,358.0,2494.0,399.0
658,1521,353.0,2494.0,399.0
659,1522,353.0,2494.0,399.0
662,1523,348.0,2494.0,399.0
663,1524,343.0,2494.0,399.0
664,1525,339.0,2494.0,399.0
665,1526,343.0,2494.0,399.0
666,1527,343.0,2494.0,399.0
669,1528,338.0,2494.0,399.0
671,1529,333.0,2494.0,399.0
674,1530,328.0,2494.0,399.0
675,1531,324.0,2494.0,399.0
676,1533,314.0,2494.0,399.0
677,1534,313.0,2494.0,399.0
678,1536,306.0,2494.0,399.0
679,1537,302.0,2494.0,399.0
680,1538,323.0,2494.0,399.0
681,1540,365.0,2494.0,399.0
682,1542,357.0,2494.0,399.0
683,1543,356.0,2494.0,399.0
684,1545,377.0,2494.0,399.0
685,1549,367.0,2494.0,399.0
686,1550,367.0,2494.0,399.0
687,1551,363.0,2494.0,399.0
689,1552,363.0,2494.0,399.0
690,1554,363.0,2494.0,399.0
691,1555,363.0,2494.0,399.0
695,1557,358.0,2494.0,399.0
696,1559,375.0,2494.0,399.0
697,1560,396.0,2494.0,399.0
698,1566,402.0,2494.0,402.0
699,1567,401.0,2494.0,402.0
700,1571,423.0,2494.0,423.0
701,1573,413.0,2494.0,423.0
704,1576,408.0,2494.0,423.0
705,1579,397.0,2494.0,423.0
706,1581,416.0,2494.0,423.0
707,1583,406.0,2494.0,423.0
708,1585,402.0,2494.0,423.0
709,1587,402.0,2494.0,423.0
710,1588,402.0,2494.0,423.0
711,1590,402.0,2494.0,423.0
712,1594,403.0,2494.0,423.0
714,1596,395.0,2494.0,423.0
715,1597,396.0,2494.0,423.0
716,1600,392.0,2494.0,423.0
718,1602,396.0,2494.0,423.0
719,1603,371.0,2494.0,423.0
720,1604,367.0,2494.0,423.0
721,1607,358.0,2494.0,423.0
722,1610,313.0,2494.0,423.0
725,1611,312.0,2494.0,423.0
728,1612,312.0,2494.0,423.0
730,1613,312.0,2494.0,423.0
731,1614,337.0,2494.0,423.0
732,1615,337.0,2494.0,423.0
734,1618,362.0,2494.0,423.0
735,1619,358.0,2494.0,423.0
736,1621,358.0,2494.0,423.0
737,1622,353.0,2494.0,423.0
738,1625,358.0,2494.0,423.0
740,1628,354.0,2494.0,423.0
741,1630,379.0,2494.0,423.0
742,1631,379.0,2494.0,423.0
743,1632,379.0,2494.0,423.0
746,1633,379.0,2494.0,423.0
747,1634,375.0,2494.0,423.0
749,1636,374.0,2494.0,423.0
751,1638,348.0,2494.0,423.0
752,1639,323.0,2494.0,423.0
753,1640,298.0,2494.0,423.0
755,1641,298.0,2494.0,423.0
756,1643,298.0,2494.0,423.0
757,1644,297.0,2494.0,423.0
759,1649,273.0,2494.0,423.0
760,1651,273.0,2494.0,423.0
761,1654,268.0,2494.0,423.0
762,1656,264.0,2494.0,423.0
763,1658,264.0,2494.0,423.0
765,1659,239.0,2494.0,423.0
766,1660,239.0,2494.0,423.0
767,1662,264.0,2494.0,423.0
768,1663,264.0,2494.0,423.0
769,1666,264.0,2494.0,423.0
770,1667,264.0,2494.0,423.0
771,1670,244.0,2494.0,423.0
772,1672,244.0,2494.0,423.0
773,1673,244.0,2494.0,423.0
774,1674,244.0,2494.0,423.0
775,1676,244.0,2494.0,423.0
776,1678,269.0,2494.0,423.0
777,1679,269.0,2494.0,423.0
778,1680,244.0,2494.0,423.0
779,1681,244.0,2494.0,423.0
781,1683,244.0,2494.0,423.0
782,1684,244.0,2494.0,423.0
789,1685,244.0,2494.0,423.0
790,1687,269.0,2494.0,423.0
791,1688,269.0,2494.0,423.0
792,1691,264.0,2494.0,423.0
793,1693,259.0,2494.0,423.0
794,1694,259.0,2494.0,423.0
795,1698,254.0,2494.0,423.0
796,1699,229.0,2494.0,423.0
797,1700,254.0,2494.0,423.0
798,1704,264.0,2494.0,423.0
799,1707,314.0,2494.0,423.0
800,1708,314.0,2494.0,423.0
801,1709,314.0,2494.0,423.0
802,1712,369.0,2494.0,423.0
803,1714,369.0,2494.0,423.0
804,1715,394.0,2494.0,423.0
805,1717,394.0,2494.0,423.0
806,1718,394.0,2494.0,423.0
807,1719,419.0,2494.0,423.0
808,1721,419.0,2494.0,423.0
810,1724,414.0,2494.0,423.0
811,1727,414.0,2494.0,423.0
812,1728,415.0,2494.0,423.0
813,1730,390.0,2494.0,423.0
815,1731,390.0,2494.0,423.0
817,1732,390.0,2494.0,423.0
818,1733,390.0,2494.0,423.0
819,1736,392.0,2494.0,423.0
820,1737,392.0,2494.0,423.0
821,1738,396.0,2494.0,423.0
822,1741,430.0,2494.0,430.0
824,1742,430.0,2494.0,430.0
825,1747,465.0,2494.0,465.0
826,1751,498.0,2494.0,498.0
827,1752,503.0,2494.0,503.0
829,1755,509.0,2494.0,509.0
830,1759,514.0,2494.0,514.0
831,1760,489.0,2494.0,514.0
832,1761,468.0,2494.0,514.0
837,1762,472.0,2494.0,514.0
839,1764,448.0,2494.0,514.0
841,1765,453.0,2494.0,514.0
844,1767,462.0,2494.0,514.0
845,1768,462.0,2494.0,514.0
846,1770,467.0,2494.0,514.0
849,1774,496.0,2494.0,514.0
851,1775,501.0,2494.0,514.0
852,1776,505.0,2494.0,514.0
854,1777,484.0,2494.0,514.0
857,1781,492.0,2494.0,514.0
861,1782,492.0,2494.0,514.0
864,1783,492.0,2494.0,514.0
866,1785,521.0,2494.0,521.0
867,1787,525.0,2494.0,525.0
868,1790,579.0,2494.0,579.0
870,1792,604.0,2494.0,604.0
871,1793,629.0,2494.0,629.0
873,1795,637.0,2494.0,637.0
877,1797,641.0,2494.0,641.0
878,1799,645.0,2494.0,645.0
881,1800,620.0,2494.0,645.0
883,1802,615.0,2494.0,645.0
885,1803,610.0,2494.0,645.0
888,1805,585.0,2494.0,645.0
889,1806,565.0,2494.0,645.0
892,1807,565.0,2494.0,645.0
893,1808,560.0,2494.0,645.0
895,1809,585.0,2494.0,645.0
896,1810,560.0,2494.0,645.0
898,1812,540.0,2494.0,645.0
899,1813,540.0,2494.0,645.0
900,1814,540.0,2494.0,645.0
901,1815,515.0,2494.0,645.0
904,1816,515.0,2494.0,645.0
906,1817,490.0,2494.0,645.0
907,1818,490.0,2494.0,645.0
909,1819,470.0,2494.0,645.0
910,1820,475.0,2494.0,645.0
914,1821,475.0,2494.0,645.0
916,1822,475.0,2494.0,645.0
918,1823,480.0,2494.0,645.0
922,1824,480.0,2494.0,645.0
925,1826,480.0,2494.0,645.0
926,1827,480.0,2494.0,645.0
930,1828,479.0,2494.0,645.0
931,1829,504.0,2494.0,645.0
932,1830,509.0,2494.0,645.0
933,1831,509.0,2494.0,645.0
934,1832,534.0,2494.0,645.0
941,1834,538.0,2494.0,645.0
943,1835,538.0,2494.0,645.0
946,1836,537.0,2494.0,645.0
947,1838,533.0,2494.0,645.0
948,1839,508.0,2494.0,645.0
949,1840,504.0,2494.0,645.0
950,1841,499.0,2494.0,645.0
951,1842,499.0,2494.0,645.0
952,1843,495.0,2494.0,645.0
955,1844,470.0,2494.0,645.0
956,1845,465.0,2494.0,645.0
958,1847,514.0,2494.0,645.0
959,1848,514.0,2494.0,645.0
960,1854,564.0,2494.0,645.0
961,1855,560.0,2494.0,645.0
967,1856,559.0,2494.0,645.0
972,1857,555.0,2494.0,645.0
975,1860,555.0,2494.0,645.0
977,1862,547.0,2494.0,645.0
980,1864,546.0,2494.0,645.0
983,1865,541.0,2494.0,645.0
985,1866,541.0,2494.0,645.0
986,1867,542.0,2494.0,645.0
987,1869,537.0,2494.0,645.0
988,1870,532.0,2494.0,645.0
989,1871,512.0,2494.0,645.0
993,1873,517.0,2494.0,645.0
994,1876,519.0,2494.0,645.0
995,1878,520.0,2494.0,645.0
1000,1879,516.0,2494.0,645.0
1001,1880,516.0,2494.0,645.0
1003,1881,512.0,2494.0,645.0
1009,1882,512.0,2494.0,645.0
1012,1883,512.0,2494.0,645.0
1013,1884,487.0,2494.0,645.0
1015,1886,479.0,2494.0,645.0
1017,1887,454.0,2494.0,645.0
1018,1888,450.0,2494.0,645.0
1021,1889,450.01,2495.0,645.0
1025,1890,450.01,2495.0,645.0
1029,1892,425.01,2495.0,645.0
1030,1894,421.01,2495.0,645.0
1031,1895,417.01,2495.0,645.0
1032,1896,418.01,2495.0,645.0
1039,1898,411.01,2495.0,645.0
1040,1900,412.01,2495.0,645.0
1041,1902,417.01,2495.0,645.0
1042,1904,416.01,2495.0,645.0
1043,1907,415.01,2495.0,645.0
1045,1908,415.01,2495.0,645.0
1046,1910,398.01,2495.0,645.0
1047,1912,396.01,2495.0,645.0
1049,1914,379.01,2495.0,645.0
1052,1916,383.01,2495.0,645.0
1053,1917,388.01,2495.0,645.0
1055,1918,413.02,2495.0,645.0
1057,1920,430.02,2594.0,645.0
1058,1921,434.02,2594.0,645.0
1063,1922,459.02,2594.0,645.0
1071,1923,479.02,2594.0,645.0
1073,1924,479.02,2594.0,645.0
1081,1925,504.03,2594.0,645.0
1082,1926,504.03,2594.0,645.0
1085,1927,504.03,2594.0,645.0
1090,1928,504.03,2594.0,645.0
1099,1929,484.03,2594.0,645.0
1103,1933,554.03,2594.0,645.0
1104,1934,554.03,2594.0,645.0
1106,1935,554.03,2594.0,645.0
1108,1936,579.03,2594.0,645.0
1123,1937,584.03,2594.0,645.0
1128,1938,609.03,2594.0,645.0
1129,1939,614.03,2594.0,645.0
1130,1940,619.03,2594.0,645.0
1131,1943,629.03,2594.0,645.0
1132,1945,639.03,2594.0,645.0
1133,1950,599.03,2594.0,645.0
1134,1952,579.03,2594.0,645.0
1135,1955,544.03,2594.0,645.0
1136,1956,549.03,2594.0,645.0
1137,1957,549.03,2594.0,645.0
1142,1958,554.03,2594.0,645.0
1143,1959,559.03,2594.0,645.0
1144,1960,564.03,2594.0,645.0
1145,1961,569.03,2594.0,645.0
1146,1962,574.03,2594.0,645.0
1147,1963,574.03,2594.0,645.0
1148,1964,579.03,2594.0,645.0
1149,1966,579.03,2594.0,645.0
1153,1967,574.03,2594.0,645.0
1155,1968,574.03,2594.0,645.0
1156,1969,574.03,2594.0,645.0
1157,1970,574.03,2594.0,645.0
1160,1971,575.03,2594.0,645.0
